-515 -534 -529 1 2 353 335 -146 585
-516 -534 -529 1 2 353 336 -148 588
-515 -533 -529 1 2 353 337 -151 585
-515 -533 -529 1 2 353 337 -159 588
-516 -534 -529 1 2 353 334 -148 585
-516 -534 -530 1 2 353 335 -150 585
-515 -534 -529 1 2 353 334 -152 587
-515 -534 -529 1 2 353 336 -147 586
-515 -534 -529 1 2 352 337 -153 588
-516 -534 -530 1 2 352 336 -155 586
-515 -534 -530 1 2 352 337 -154 586
-515 -533 -529 1 1 353 336 -159 587
-516 -534 -529 1 1 354 334 -154 587
-516 -534 -529 1 2 353 338 -154 585
-516 -534 -530 1 2 353 337 -146 586
-515 -534 -530 1 2 353 338 -149 587
-515 -535 -529 1 2 353 340 -150 585
-515 -534 -530 1 2 353 338 -148 587
-515 -534 -529 1 2 353 342 -155 585
-515 -534 -529 1 2 353 335 -150 587
-516 -534 -530 1 2 353 336 -151 587
-516 -534 -529 1 2 352 337 -145 586
-516 -534 -530 1 2 352 337 -145 586
-516 -534 -530 1 2 353 338 -156 586
-516 -534 -529 1 2 353 336 -148 587
-516 -534 -530 1 2 354 337 -150 586
-516 -535 -530 1 1 354 337 -146 588
-516 -534 -529 1 1 354 341 -152 587
-516 -534 -529 1 1 354 337 -148 587
-515 -534 -529 2 1 354 338 -147 587
-515 -534 -530 2 1 353 340 -150 586
-516 -534 -529 2 2 353 338 -149 588
-516 -534 -529 1 2 354 340 -152 586
-516 -534 -529 1 2 353 338 -154 587
-516 -533 -530 1 3 353 337 -153 586
-515 -534 -529 1 3 353 338 -143 586
-516 -534 -529 1 2 353 337 -152 585
-516 -534 -529 1 2 354 337 -151 587
-516 -534 -529 1 2 353 337 -149 588
-516 -534 -529 1 1 354 344 -152 588
-516 -534 -530 1 1 354 342 -147 588
-516 -534 -530 1 1 354 338 -151 588
-516 -534 -529 1 2 353 337 -152 589
-516 -534 -530 1 2 353 340 -149 586
-515 -534 -530 1 2 353 339 -144 587
-515 -534 -529 1 2 353 337 -150 587
-515 -534 -530 1 2 353 337 -155 587
-515 -534 -529 1 1 353 338 -143 586
-515 -535 -529 1 1 354 337 -146 588
-515 -534 -529 1 1 354 339 -147 586
-516 -534 -529 1 1 354 339 -146 587
-516 -534 -529 2 2 353 339 -146 589
-516 -535 -530 1 2 354 340 -149 587
-515 -533 -530 1 2 353 341 -144 588
-516 -534 -530 1 3 353 337 -145 587
-516 -534 -529 1 2 354 341 -145 589
-515 -534 -529 1 2 354 338 -142 588
-515 -534 -530 1 2 355 338 -149 588
-516 -534 -530 1 1 354 341 -149 587
-515 -534 -529 1 1 354 337 -144 588
-515 -534 -530 2 1 354 342 -143 587
-516 -534 -529 2 2 353 344 -144 587
-515 -534 -529 2 2 353 340 -155 588
-516 -534 -529 1 2 353 340 -155 590
-516 -534 -530 1 2 353 340 -152 589
-516 -534 -530 1 2 353 341 -155 589
-516 -534 -529 1 2 353 344 -150 589
-516 -534 -529 1 1 354 339 -148 585
-515 -534 -529 1 1 353 340 -158 589
-516 -535 -529 1 1 354 342 -150 588
-515 -534 -529 1 2 353 339 -152 588
-516 -534 -530 1 2 353 339 -155 588
-515 -535 -530 1 3 353 339 -149 592
-515 -534 -529 1 3 352 339 -156 589
-516 -534 -529 1 2 353 341 -149 588
-516 -535 -529 1 2 353 341 -151 589
-515 -534 -529 1 2 354 339 -154 589
-516 -534 -530 1 1 354 339 -151 588
-516 -534 -529 1 1 354 343 -157 589
-516 -534 -529 1 1 354 340 -152 586
-514 -535 -529 2 2 354 341 -156 587
-516 -534 -529 2 2 354 339 -150 589
-515 -534 -530 2 2 353 341 -153 590
-515 -534 -530 1 2 354 342 -153 589
-515 -534 -529 1 2 353 345 -160 589
-515 -534 -529 1 2 353 342 -152 587
-515 -534 -530 1 2 354 340 -151 588
-515 -534 -530 1 2 353 339 -152 588
-516 -534 -529 1 2 353 341 -155 588
-515 -534 -529 1 2 353 340 -155 590
-516 -534 -530 1 2 353 339 -148 587
-516 -534 -529 1 2 353 341 -144 590
-516 -534 -529 1 2 353 341 -146 588
-516 -534 -529 1 2 353 344 -147 590
-516 -534 -530 1 2 353 340 -144 589
-516 -534 -529 1 1 353 341 -148 588
-516 -534 -529 1 1 353 341 -144 588
-516 -535 -530 1 1 353 341 -148 589
-516 -535 -530 1 1 353 341 -142 588
-516 -534 -529 1 2 354 341 -152 588
-516 -533 -529 2 2 354 341 -153 588
-515 -533 -529 1 2 354 339 -147 591
-515 -534 -530 1 2 353 341 -147 588
-516 -534 -529 1 2 353 341 -153 591
-515 -535 -530 1 2 353 340 -151 590
